Tanggal,Mata Uang,Event,Aktual
2023-11-30,USD,PCE Price index (YoY)  (Oct),3.0%
2023-11-30,USD,Chicago PMI  (Nov),55.8
2023-11-30,USD,Atlanta Fed GDPNow  (Q4),1.8%
2023-12-01,USD,ISM Manufacturing PMI  (Nov),46.7
2023-12-01,USD,Atlanta Fed GDPNow  (Q4),1.2%
2023-12-05,CNY,Chinese Composite PMI,51.6
2023-12-05,JPY,Tokyo Core CPI (YoY)  (Nov),2.3%
2023-12-05,USD,ISM Non-Manufacturing PMI  (Nov),52.7
2023-12-06,USD,ADP Nonfarm Employment Change  (Nov),103K
2023-12-06,USD,Atlanta Fed GDPNow  (Q4),1.3%
2023-12-07,USD,Continuing Jobless Claims,"1,861K"
2023-12-07,USD,Initial Jobless Claims,220K
2023-12-08,EUR,German CPI (YoY)  (Nov),3.2%
2023-12-08,EUR,German CPI (MoM)  (Nov),-0.4%
2023-12-08,JPY,GDP (YoY)  (Q3),-2.9%
2023-12-08,JPY,GDP (QoQ)  (Q3),-0.7%
2023-12-08,JPY,GDP Price Index (YoY)  (Q3),5.3%
2023-12-08,USD,Atlanta Fed GDPNow  (Q4),1.2%
2023-12-08,USD,Nonfarm Payrolls  (Nov),199K
2023-12-08,USD,Private Nonfarm Payrolls  (Nov),150K
2023-12-08,USD,U6 Unemployment Rate  (Nov),7.0%
2023-12-08,USD,Unemployment Rate  (Nov),3.7%
2023-12-09,CNY,CPI (YoY)  (Nov),-0.5%
2023-12-09,CNY,CPI (MoM)  (Nov),-0.5%
2023-12-12,GBP,Employment Change 3M/3M (MoM)  (Oct),50K
2023-12-12,GBP,Unemployment Rate  (Oct),4.2%
2023-12-12,USD,Core CPI (YoY)  (Nov),4.0%
2023-12-12,USD,Core CPI (MoM)  (Nov),0.3%
2023-12-12,USD,CPI (YoY)  (Nov),3.1%
2023-12-12,USD,CPI (MoM)  (Nov),0.1%
2023-12-13,GBP,GDP (MoM)  (Oct),-0.3%
2023-12-13,GBP,Monthly GDP 3M/3M Change  (Oct),0.0%
2023-12-13,GBP,NIESR Monthly GDP Tracker,-0.1%
2023-12-14,GBP,BoE Interest Rate Decision  (Dec),5.25%
2023-12-14,USD,Interest Rate Projection - 1st Yr  (Q4),4.6%
2023-12-14,USD,Interest Rate Projection - 2nd Yr  (Q4),3.6%
2023-12-14,USD,Interest Rate Projection - 3rd Yr  (Q4),2.9%
2023-12-14,USD,Interest Rate Projection - Current  (Q4),5.4%
2023-12-14,USD,Interest Rate Projection - Longer  (Q4),2.5%
2023-12-14,USD,FOMC Statement,
2023-12-14,USD,Fed Interest Rate Decision,5.50%
2023-12-14,USD,Continuing Jobless Claims,"1,876K"
2023-12-14,USD,Initial Jobless Claims,202K
2023-12-14,USD,Atlanta Fed GDPNow  (Q4),2.6%
2023-12-15,CNY,Chinese Unemployment Rate  (Nov),5.0%
2023-12-19,JPY,BoJ Monetary Policy Statement,
2023-12-19,JPY,BoJ Interest Rate Decision,-0.10%
2023-12-19,USD,Atlanta Fed GDPNow  (Q4),2.7%
2023-12-20,CNY,China Loan Prime Rate 5Y  (Dec),4.20%
2023-12-20,CNY,PBoC Loan Prime Rate,3.45%
2023-12-20,GBP,CPI (YoY)  (Nov),3.9%
2023-12-20,GBP,CPI (MoM)  (Nov),-0.2%
2023-12-20,GBP,CPIH (YoY),4.2%
2023-12-21,USD,Continuing Jobless Claims,"1,865K"
2023-12-21,USD,Core PCE Prices  (Q3),2.00%
2023-12-21,USD,GDP (QoQ)  (Q3),4.9%
2023-12-21,USD,GDP Price Index (QoQ)  (Q3),3.3%
2023-12-21,USD,Initial Jobless Claims,205K
2023-12-22,GBP,GDP (QoQ)  (Q3),-0.1%
2023-12-22,GBP,GDP (YoY)  (Q3),0.3%
2023-12-22,JPY,National Core CPI (YoY)  (Nov),2.5%
2023-12-22,JPY,National CPI (MoM),-0.1%
2023-12-22,USD,Core PCE Price Index (YoY)  (Nov),3.2%
2023-12-22,USD,Core PCE Price Index (MoM)  (Nov),0.1%
2023-12-22,USD,PCE price index (MoM)  (Nov),-0.1%
2023-12-22,USD,PCE Price index (YoY)  (Nov),2.6%
2023-12-23,USD,Atlanta Fed GDPNow  (Q4),2.3%
2023-12-26,JPY,BoJ Core CPI (YoY),2.7%
2023-12-28,USD,Continuing Jobless Claims,"1,875K"
2023-12-28,USD,Initial Jobless Claims,218K
2023-12-29,USD,Chicago PMI  (Dec),46.9
2023-12-31,CNY,Chinese Composite PMI  (Dec),50.3
2023-12-31,CNY,Manufacturing PMI  (Dec),49.0
2023-12-31,CNY,Non-Manufacturing PMI  (Dec),50.4
2024-01-03,EUR,German Unemployment Change  (Dec),5K
2024-01-03,EUR,German Unemployment Rate  (Dec),5.9%
2024-01-03,USD,Atlanta Fed GDPNow  (Q4),2.0%
2024-01-03,USD,ISM Manufacturing PMI  (Dec),47.4
2024-01-04,EUR,German CPI (YoY)  (Dec),3.7%
2024-01-04,EUR,German CPI (MoM)  (Dec),0.1%
2024-01-04,USD,Atlanta Fed GDPNow  (Q4),2.5%
2024-01-04,USD,ADP Nonfarm Employment Change  (Dec),164K
2024-01-04,USD,Continuing Jobless Claims,"1,855K"
2024-01-04,USD,Initial Jobless Claims,202K
2024-01-05,USD,Nonfarm Payrolls  (Dec),216K
2024-01-05,USD,Private Nonfarm Payrolls  (Dec),164K
2024-01-05,USD,U6 Unemployment Rate  (Dec),7.1%
2024-01-05,USD,Unemployment Rate  (Dec),3.7%
2024-01-05,USD,ISM Non-Manufacturing PMI  (Dec),50.6
2024-01-09,JPY,Tokyo Core CPI (YoY)  (Dec),2.1%
2024-01-09,USD,Atlanta Fed GDPNow  (Q4),2.2%
2024-01-11,USD,Atlanta Fed GDPNow  (Q4),2.2%
2024-01-11,USD,Continuing Jobless Claims,"1,834K"
2024-01-11,USD,Core CPI (YoY)  (Dec),3.9%
2024-01-11,USD,Core CPI (MoM)  (Dec),0.3%
2024-01-11,USD,CPI (YoY)  (Dec),3.4%
2024-01-11,USD,CPI (MoM)  (Dec),0.3%
2024-01-11,USD,Initial Jobless Claims,202K
2024-01-12,CNY,CPI (YoY)  (Dec),-0.3%
2024-01-12,CNY,CPI (MoM)  (Dec),0.1%
2024-01-12,GBP,GDP (MoM)  (Nov),0.3%
2024-01-12,GBP,Monthly GDP 3M/3M Change  (Nov),-0.2%
2024-01-12,GBP,NIESR Monthly GDP Tracker,0.0%
2024-01-16,EUR,German CPI (YoY)  (Dec),3.7%
2024-01-16,EUR,German CPI (MoM)  (Dec),0.1%
2024-01-16,GBP,Employment Change 3M/3M (MoM)  (Nov),73K
2024-01-16,GBP,Unemployment Rate  (Nov),4.2%
2024-01-17,CNY,GDP (QoQ)  (Q4),1.0%
2024-01-17,CNY,GDP (YoY)  (Q4),5.2%
2024-01-17,CNY,Chinese GDP YTD  (YoY)  (Q4),5.2%
2024-01-17,CNY,Chinese Unemployment Rate  (Dec),5.1%
2024-01-17,GBP,CPI (YoY)  (Dec),4.0%
2024-01-17,GBP,CPI (MoM)  (Dec),0.4%
2024-01-17,GBP,CPIH (YoY),4.2%
2024-01-18,USD,Atlanta Fed GDPNow  (Q4),2.4%
2024-01-18,USD,Continuing Jobless Claims,"1,806K"
2024-01-18,USD,Initial Jobless Claims,187K
2024-01-18,USD,Atlanta Fed GDPNow  (Q4),2.4%
2024-01-19,JPY,National Core CPI (YoY)  (Dec),2.3%
2024-01-19,JPY,National CPI (MoM),0.1%
2024-01-20,USD,Atlanta Fed GDPNow  (Q4),2.4%
2024-01-22,CNY,China Loan Prime Rate 5Y  (Jan),4.20%
2024-01-22,CNY,PBoC Loan Prime Rate,3.45%
2024-01-23,JPY,BoJ Monetary Policy Statement,
2024-01-23,JPY,BoJ Interest Rate Decision,-0.10%
2024-01-23,JPY,BoJ Core CPI (YoY),2.6%
2024-01-25,USD,Continuing Jobless Claims,"1,833K"
2024-01-25,USD,Core PCE Prices  (Q4),2.00%
2024-01-25,USD,GDP (QoQ)  (Q4),3.3%
2024-01-25,USD,GDP Price Index (QoQ)  (Q4),1.5%
2024-01-25,USD,Initial Jobless Claims,214K
2024-01-26,JPY,Tokyo Core CPI (YoY)  (Jan),1.6%
2024-01-26,USD,Core PCE Price Index (YoY)  (Dec),2.9%
2024-01-26,USD,Core PCE Price Index (MoM)  (Dec),0.2%
2024-01-26,USD,PCE price index (MoM)  (Dec),0.2%
2024-01-26,USD,PCE Price index (YoY)  (Dec),2.6%
2024-01-26,USD,Atlanta Fed GDPNow  (Q1),3.0%
2024-01-30,EUR,German GDP (QoQ)  (Q4),-0.3%
2024-01-30,EUR,German GDP (YoY)  (Q4),-0.2%
2024-01-31,CNY,Chinese Composite PMI  (Jan),50.9
2024-01-31,CNY,Manufacturing PMI  (Jan),49.2
2024-01-31,CNY,Non-Manufacturing PMI  (Jan),50.7
2024-01-31,EUR,German Unemployment Change  (Jan),-2K
2024-01-31,EUR,German Unemployment Rate  (Jan),5.8%
2024-01-31,EUR,German CPI (YoY)  (Jan),2.9%
2024-01-31,EUR,German CPI (MoM)  (Jan),0.2%
2024-01-31,USD,ADP Nonfarm Employment Change  (Jan),107K
2024-01-31,USD,Chicago PMI  (Jan),46.0
2024-02-01,GBP,BoE Interest Rate Decision  (Jan),5.25%
2024-02-01,USD,FOMC Statement,
2024-02-01,USD,Fed Interest Rate Decision,5.50%
2024-02-01,USD,Continuing Jobless Claims,"1,898K"
2024-02-01,USD,Initial Jobless Claims,224K
2024-02-01,USD,ISM Manufacturing PMI  (Jan),49.1
2024-02-02,USD,Atlanta Fed GDPNow  (Q1),4.2%
2024-02-02,USD,Nonfarm Payrolls  (Jan),353K
2024-02-02,USD,Private Nonfarm Payrolls  (Jan),317K
2024-02-02,USD,U6 Unemployment Rate  (Jan),7.2%
2024-02-02,USD,Unemployment Rate  (Jan),3.7%
2024-02-05,USD,ISM Non-Manufacturing PMI  (Jan),53.4
2024-02-07,USD,Atlanta Fed GDPNow  (Q1),3.4%
2024-02-08,CNY,CPI (MoM)  (Jan),0.3%
2024-02-08,CNY,CPI (YoY)  (Jan),-0.8%
2024-02-08,USD,Continuing Jobless Claims,"1,871K"
2024-02-08,USD,Initial Jobless Claims,218K
2024-02-09,EUR,German CPI (MoM)  (Jan),0.2%
2024-02-09,EUR,German CPI (YoY)  (Jan),2.9%
2024-02-09,USD,Atlanta Fed GDPNow  (Q1),3.4%
2024-02-13,GBP,Employment Change 3M/3M (MoM)  (Dec),72K
2024-02-13,GBP,Unemployment Rate  (Dec),3.8%
2024-02-13,USD,Core CPI (MoM)  (Jan),0.4%
2024-02-13,USD,Core CPI (YoY)  (Jan),3.9%
2024-02-13,USD,CPI (YoY)  (Jan),3.1%
2024-02-13,USD,CPI (MoM)  (Jan),0.3%
2024-02-14,GBP,CPI (MoM)  (Jan),-0.6%
2024-02-14,GBP,CPI (YoY)  (Jan),4.0%
2024-02-14,GBP,CPIH (YoY),4.2%
2024-02-15,GBP,GDP (MoM)  (Dec),-0.1%
2024-02-15,GBP,GDP (YoY)  (Q4),-0.2%
2024-02-15,GBP,GDP (QoQ)  (Q4),-0.3%
2024-02-15,GBP,Monthly GDP 3M/3M Change  (Dec),-0.3%
2024-02-15,GBP,NIESR Monthly GDP Tracker  (Jan),-0.1%
2024-02-15,JPY,GDP (YoY)  (Q4),-0.4%
2024-02-15,JPY,GDP (QoQ)  (Q4),-0.1%
2024-02-15,JPY,GDP Price Index (YoY)  (Q4),3.8%
2024-02-15,USD,Continuing Jobless Claims,"1,895K"
2024-02-15,USD,Initial Jobless Claims,212K
2024-02-16,USD,Atlanta Fed GDPNow  (Q1),2.9%
2024-02-16,USD,Atlanta Fed GDPNow  (Q1),2.9%
2024-02-20,CNY,China Loan Prime Rate 5Y  (Feb),3.95%
2024-02-20,CNY,PBoC Loan Prime Rate,3.45%
2024-02-22,USD,Continuing Jobless Claims,"1,862K"
2024-02-22,USD,Initial Jobless Claims,201K
2024-02-23,EUR,German GDP (YoY)  (Q4),-0.2%
2024-02-23,EUR,German GDP (QoQ)  (Q4),-0.3%
2024-02-27,JPY,National Core CPI (YoY)  (Jan),2.0%
2024-02-27,JPY,National CPI (MoM)  (Jan),0.0%
2024-02-27,USD,Atlanta Fed GDPNow  (Q1),3.2%
2024-02-28,USD,Core PCE Prices  (Q4),2.10%
2024-02-28,USD,GDP (QoQ)  (Q4),3.2%
2024-02-28,USD,GDP Price Index (QoQ)  (Q4),1.7%
2024-02-29,EUR,German Unemployment Change  (Feb),11K
2024-02-29,EUR,German Unemployment Rate  (Feb),5.9%
2024-02-29,EUR,German CPI (MoM)  (Feb),0.4%
2024-02-29,EUR,German CPI (YoY)  (Feb),2.5%
2024-02-29,JPY,BoJ Core CPI (YoY),2.6%
2024-02-29,USD,Continuing Jobless Claims,"1,905K"
2024-02-29,USD,Core PCE Price Index (MoM)  (Jan),0.4%
2024-02-29,USD,Core PCE Price Index (YoY)  (Jan),2.8%
2024-02-29,USD,Initial Jobless Claims,215K
2024-02-29,USD,PCE price index (MoM)  (Jan),0.3%
2024-02-29,USD,PCE Price index (YoY)  (Jan),2.4%
2024-02-29,USD,Chicago PMI  (Feb),44.0
2024-02-29,USD,Atlanta Fed GDPNow  (Q1),3.0%
2024-03-01,CNY,Chinese Composite PMI  (Feb),50.9
2024-03-01,CNY,Manufacturing PMI  (Feb),49.1
2024-03-01,CNY,Non-Manufacturing PMI  (Feb),51.4
2024-03-01,USD,ISM Manufacturing PMI  (Feb),47.8
2024-03-02,USD,Atlanta Fed GDPNow  (Q1),2.1%
2024-03-05,JPY,Tokyo Core CPI (YoY)  (Feb),2.5%
2024-03-05,USD,ISM Non-Manufacturing PMI  (Feb),52.6
2024-03-06,USD,ADP Nonfarm Employment Change  (Feb),140K
2024-03-07,USD,Atlanta Fed GDPNow  (Q1),2.5%
2024-03-07,USD,Continuing Jobless Claims,"1,906K"
2024-03-07,USD,Initial Jobless Claims,217K
2024-03-07,USD,Atlanta Fed GDPNow  (Q1),2.5%
2024-03-08,USD,Nonfarm Payrolls  (Feb),275K
2024-03-08,USD,Private Nonfarm Payrolls  (Feb),223K
2024-03-08,USD,U6 Unemployment Rate  (Feb),7.3%
2024-03-08,USD,Unemployment Rate  (Feb),3.9%
2024-03-09,CNY,CPI (MoM)  (Feb),1.0%
2024-03-09,CNY,CPI (YoY)  (Feb),0.7%
2024-03-11,JPY,GDP (QoQ)  (Q4),0.1%
2024-03-11,JPY,GDP (YoY)  (Q4),0.4%
2024-03-11,JPY,GDP Price Index (YoY)  (Q4),3.9%
2024-03-12,EUR,German CPI (MoM)  (Feb),0.4%
2024-03-12,EUR,German CPI (YoY)  (Feb),2.5%
2024-03-12,GBP,Employment Change 3M/3M (MoM)  (Jan),-21K
2024-03-12,GBP,Unemployment Rate  (Jan),3.9%
2024-03-12,USD,Core CPI (YoY)  (Feb),3.8%
2024-03-12,USD,Core CPI (MoM)  (Feb),0.4%
2024-03-12,USD,CPI (YoY)  (Feb),3.2%
2024-03-12,USD,CPI (MoM)  (Feb),0.4%
2024-03-13,GBP,GDP (MoM)  (Jan),0.2%
2024-03-13,GBP,Monthly GDP 3M/3M Change  (Jan),-0.1%
2024-03-13,GBP,NIESR Monthly GDP Tracker,0.0%
2024-03-14,USD,Continuing Jobless Claims,"1,811K"
2024-03-14,USD,Initial Jobless Claims,209K
2024-03-15,USD,Atlanta Fed GDPNow  (Q1),2.3%
2024-03-18,CNY,Chinese Unemployment Rate  (Jan),5.3%
2024-03-19,JPY,BoJ Monetary Policy Statement,
2024-03-19,JPY,BoJ Interest Rate Decision,0.10%
2024-03-19,USD,Atlanta Fed GDPNow  (Q1),2.1%
2024-03-20,CNY,China Loan Prime Rate 5Y  (Mar),3.95%
2024-03-20,CNY,PBoC Loan Prime Rate,3.45%
2024-03-20,GBP,CPI (MoM)  (Feb),0.6%
2024-03-20,GBP,CPI (YoY)  (Feb),3.4%
2024-03-20,GBP,CPIH (YoY),3.8%
2024-03-21,GBP,BoE Interest Rate Decision  (Mar),5.25%
2024-03-21,USD,Interest Rate Projection - 1st Yr  (Q1),3.9%
2024-03-21,USD,Interest Rate Projection - 2nd Yr  (Q1),3.1%
2024-03-21,USD,Interest Rate Projection - Current  (Q1),4.6%
2024-03-21,USD,Interest Rate Projection - Longer  (Q1),2.6%
2024-03-21,USD,FOMC Statement,
2024-03-21,USD,Fed Interest Rate Decision,5.50%
2024-03-21,USD,Continuing Jobless Claims,"1,807K"
2024-03-21,USD,Initial Jobless Claims,210K
2024-03-22,JPY,National Core CPI (YoY)  (Feb),2.8%
2024-03-22,JPY,National CPI (MoM)  (Feb),0.0%
2024-03-26,JPY,BoJ Core CPI (YoY),2.3%
2024-03-26,USD,Atlanta Fed GDPNow  (Q1),2.1%
2024-03-28,EUR,German Unemployment Change  (Mar),4K
2024-03-28,EUR,German Unemployment Rate  (Mar),5.9%
2024-03-28,GBP,GDP (YoY)  (Q4),-0.2%
2024-03-28,GBP,GDP (QoQ)  (Q4),-0.3%
2024-03-28,USD,Continuing Jobless Claims,"1,819K"
2024-03-28,USD,Core PCE Prices  (Q4),2.00%
2024-03-28,USD,GDP (QoQ)  (Q4),3.4%
2024-03-28,USD,GDP Price Index (QoQ)  (Q4),1.7%
2024-03-28,USD,Initial Jobless Claims,210K
2024-03-28,USD,Chicago PMI  (Mar),41.4
2024-03-29,JPY,Tokyo Core CPI (YoY)  (Mar),2.4%
2024-03-29,USD,Core PCE Price Index (YoY)  (Feb),2.8%
2024-03-29,USD,Core PCE Price Index (MoM)  (Feb),0.3%
2024-03-29,USD,PCE Price index (YoY)  (Feb),2.5%
2024-03-29,USD,PCE price index (MoM)  (Feb),0.3%
2024-03-29,USD,Atlanta Fed GDPNow  (Q1),2.3%
2024-03-31,CNY,Chinese Composite PMI  (Mar),52.7
2024-03-31,CNY,Manufacturing PMI  (Mar),50.8
2024-03-31,CNY,Non-Manufacturing PMI  (Mar),53.0
2024-04-01,USD,ISM Manufacturing PMI  (Mar),50.3
2024-04-02,EUR,German CPI (MoM)  (Mar),0.4%
2024-04-02,EUR,German CPI (YoY)  (Mar),2.2%
2024-04-02,USD,Atlanta Fed GDPNow  (Q1),2.8%
2024-04-03,USD,ADP Nonfarm Employment Change  (Mar),184K
2024-04-03,USD,ISM Non-Manufacturing PMI  (Mar),51.4
2024-04-04,USD,Continuing Jobless Claims,"1,791K"
2024-04-04,USD,Initial Jobless Claims,221K
2024-04-04,USD,Atlanta Fed GDPNow  (Q1),2.5%
2024-04-05,USD,Nonfarm Payrolls  (Mar),303K
2024-04-05,USD,Private Nonfarm Payrolls  (Mar),232K
2024-04-05,USD,U6 Unemployment Rate  (Mar),7.3%
2024-04-05,USD,Unemployment Rate  (Mar),3.8%
2024-04-10,USD,Core CPI (MoM)  (Mar),0.4%
2024-04-10,USD,Core CPI (YoY)  (Mar),3.8%
2024-04-10,USD,CPI (YoY)  (Mar),3.5%
2024-04-10,USD,CPI (MoM)  (Mar),0.4%
2024-04-11,CNY,CPI (YoY)  (Mar),0.1%
2024-04-11,CNY,CPI (MoM)  (Mar),-1.0%
2024-04-11,USD,Atlanta Fed GDPNow  (Q1),2.4%
2024-04-11,USD,Continuing Jobless Claims,"1,817K"
2024-04-11,USD,Initial Jobless Claims,211K
2024-04-12,EUR,German CPI (YoY)  (Mar),2.2%
2024-04-12,EUR,German CPI (MoM)  (Mar),0.4%
2024-04-12,GBP,GDP (MoM)  (Feb),0.1%
2024-04-12,GBP,Monthly GDP 3M/3M Change  (Feb),0.2%
2024-04-12,GBP,NIESR Monthly GDP Tracker,0.4%
2024-04-16,CNY,GDP (YoY)  (Q1),5.3%
2024-04-16,CNY,GDP (QoQ)  (Q1),1.6%
2024-04-16,CNY,Chinese GDP YTD  (YoY)  (Q1),5.3%
2024-04-16,CNY,Chinese Unemployment Rate  (Mar),5.2%
2024-04-16,GBP,Employment Change 3M/3M (MoM)  (Feb),-156K
2024-04-16,GBP,Unemployment Rate  (Feb),4.2%
2024-04-16,USD,Atlanta Fed GDPNow  (Q1),2.8%
2024-04-16,USD,Atlanta Fed GDPNow  (Q1),2.9%
2024-04-17,GBP,CPI (MoM)  (Mar),0.6%
2024-04-17,GBP,CPI (YoY)  (Mar),3.2%
2024-04-17,GBP,CPIH (YoY),3.8%
2024-04-18,USD,Continuing Jobless Claims,"1,812K"
2024-04-18,USD,Initial Jobless Claims,212K
2024-04-19,JPY,National Core CPI (YoY)  (Mar),2.6%
2024-04-19,JPY,National CPI (MoM)  (Mar),0.2%
2024-04-22,CNY,China Loan Prime Rate 5Y  (Apr),3.95%
2024-04-22,CNY,PBoC Loan Prime Rate,3.45%
2024-04-23,JPY,BoJ Core CPI (YoY),2.2%
2024-04-24,USD,Atlanta Fed GDPNow  (Q1),2.7%
2024-04-25,USD,Continuing Jobless Claims,"1,781K"
2024-04-25,USD,Core PCE Prices  (Q1),3.70%
2024-04-25,USD,GDP (QoQ)  (Q1),1.6%
2024-04-25,USD,GDP Price Index (QoQ)  (Q1),3.1%
2024-04-25,USD,Initial Jobless Claims,207K
2024-04-26,JPY,Tokyo Core CPI (YoY)  (Apr),1.6%
2024-04-26,JPY,BoJ Monetary Policy Statement,
2024-04-26,JPY,BoJ Interest Rate Decision,0.10%
2024-04-26,USD,Core PCE Price Index (YoY)  (Mar),2.8%
2024-04-26,USD,Core PCE Price Index (MoM)  (Mar),0.3%
2024-04-26,USD,PCE price index (MoM)  (Mar),0.3%
2024-04-26,USD,PCE Price index (YoY)  (Mar),2.7%
2024-04-26,USD,Atlanta Fed GDPNow  (Q2),3.9%
2024-04-29,EUR,German CPI (MoM)  (Apr),0.5%
2024-04-29,EUR,German CPI (YoY)  (Apr),2.2%
2024-04-30,CNY,Chinese Composite PMI  (Apr),51.7
2024-04-30,CNY,Manufacturing PMI  (Apr),50.4
2024-04-30,CNY,Non-Manufacturing PMI  (Apr),51.2
2024-04-30,EUR,German Unemployment Change  (Apr),10K
2024-04-30,EUR,German Unemployment Rate  (Apr),5.9%
2024-04-30,EUR,German GDP (YoY)  (Q1),-0.2%
2024-04-30,EUR,German GDP (QoQ)  (Q1),0.2%
2024-04-30,USD,Chicago PMI  (Apr),37.9
2024-05-01,USD,ADP Nonfarm Employment Change  (Apr),192K
2024-05-01,USD,ISM Manufacturing PMI  (Apr),49.2
2024-05-02,USD,Atlanta Fed GDPNow  (Q2),3.3%
2024-05-02,USD,FOMC Statement,
2024-05-02,USD,Fed Interest Rate Decision,5.50%
2024-05-02,USD,Continuing Jobless Claims,"1,774K"
2024-05-02,USD,Initial Jobless Claims,208K
2024-05-03,USD,Atlanta Fed GDPNow  (Q2),3.3%
2024-05-03,USD,Nonfarm Payrolls  (Apr),175K
2024-05-03,USD,Private Nonfarm Payrolls  (Apr),167K
2024-05-03,USD,U6 Unemployment Rate  (Apr),7.4%
2024-05-03,USD,Unemployment Rate  (Apr),3.9%
2024-05-03,USD,ISM Non-Manufacturing PMI  (Apr),49.4
2024-05-08,USD,Atlanta Fed GDPNow  (Q2),4.2%
2024-05-09,GBP,BoE Interest Rate Decision  (Apr),5.25%
2024-05-09,USD,Continuing Jobless Claims,"1,785K"
2024-05-09,USD,Initial Jobless Claims,231K
2024-05-10,GBP,GDP (YoY)  (Q1),0.2%
2024-05-10,GBP,GDP (MoM)  (Mar),0.4%
2024-05-10,GBP,GDP (QoQ)  (Q1),0.6%
2024-05-10,GBP,Monthly GDP 3M/3M Change  (Mar),0.6%
2024-05-10,GBP,NIESR Monthly GDP Tracker,0.7%
2024-05-11,CNY,CPI (MoM)  (Apr),0.1%
2024-05-11,CNY,CPI (YoY)  (Apr),0.3%
2024-05-14,EUR,German CPI (YoY)  (Apr),2.2%
2024-05-14,EUR,German CPI (MoM)  (Apr),0.5%
2024-05-14,GBP,Employment Change 3M/3M (MoM)  (Mar),-177K
2024-05-14,GBP,Unemployment Rate  (Mar),4.3%
2024-05-15,USD,Core CPI (MoM)  (Apr),0.3%
2024-05-15,USD,Core CPI (YoY)  (Apr),3.6%
2024-05-15,USD,CPI (MoM)  (Apr),0.3%
2024-05-15,USD,CPI (YoY)  (Apr),3.4%
2024-05-16,JPY,GDP (YoY)  (Q1),-2.0%
2024-05-16,JPY,GDP (QoQ)  (Q1),-0.5%
2024-05-16,JPY,GDP Price Index (YoY)  (Q1),3.7%
2024-05-16,USD,Atlanta Fed GDPNow  (Q2),3.8%
2024-05-16,USD,Continuing Jobless Claims,"1,794K"
2024-05-16,USD,Initial Jobless Claims,222K
2024-05-16,USD,Atlanta Fed GDPNow  (Q2),3.6%
2024-05-17,CNY,Chinese Unemployment Rate  (Apr),5.0%
2024-05-20,CNY,China Loan Prime Rate 5Y  (May),3.95%
2024-05-20,CNY,PBoC Loan Prime Rate,3.45%
2024-05-22,GBP,CPI (YoY)  (Apr),2.3%
2024-05-22,GBP,CPI (MoM)  (Apr),0.3%
2024-05-22,GBP,CPIH (YoY),3.0%
2024-05-23,USD,Continuing Jobless Claims,"1,794K"
2024-05-23,USD,Initial Jobless Claims,215K
2024-05-24,EUR,German GDP (YoY)  (Q1),-0.2%
2024-05-24,EUR,German GDP (QoQ)  (Q1),0.2%
2024-05-24,JPY,National Core CPI (YoY)  (Apr),2.2%
2024-05-24,JPY,National CPI (MoM)  (Apr),0.2%
2024-05-24,USD,Atlanta Fed GDPNow  (Q2),3.5%
2024-05-28,JPY,BoJ Core CPI (YoY),1.8%
2024-05-29,EUR,German CPI (YoY)  (May),2.4%
2024-05-29,EUR,German CPI (MoM)  (May),0.1%
2024-05-30,USD,Continuing Jobless Claims,"1,791K"
2024-05-30,USD,Core PCE Prices  (Q1),3.60%
2024-05-30,USD,GDP (QoQ)  (Q1),1.3%
2024-05-30,USD,GDP Price Index (QoQ)  (Q1),3.1%
2024-05-30,USD,Initial Jobless Claims,219K
2024-05-31,CNY,Chinese Composite PMI  (May),51.0
2024-05-31,CNY,Manufacturing PMI  (May),49.5
2024-05-31,CNY,Non-Manufacturing PMI  (May),51.1
2024-05-31,JPY,Tokyo Core CPI (YoY),1.9%
2024-05-31,USD,Core PCE Price Index (MoM)  (Apr),0.2%
2024-05-31,USD,Core PCE Price Index (YoY)  (Apr),2.8%
2024-05-31,USD,PCE price index (MoM)  (Apr),0.3%
2024-05-31,USD,PCE Price index (YoY)  (Apr),2.7%
2024-05-31,USD,Chicago PMI  (May),35.4
2024-05-31,USD,Atlanta Fed GDPNow  (Q2),2.7%
2024-06-03,USD,ISM Manufacturing PMI  (May),48.7
2024-06-03,USD,Atlanta Fed GDPNow  (Q2),1.8%
2024-06-04,EUR,German Unemployment Change  (May),25K
2024-06-04,EUR,German Unemployment Rate  (May),5.9%
2024-06-05,USD,ADP Nonfarm Employment Change  (May),152K
2024-06-05,USD,ISM Non-Manufacturing PMI  (May),53.8
2024-06-06,USD,Continuing Jobless Claims,"1,792K"
2024-06-06,USD,Initial Jobless Claims,229K
2024-06-06,USD,Atlanta Fed GDPNow  (Q2),2.6%
2024-06-07,USD,Nonfarm Payrolls  (May),272K
2024-06-07,USD,Private Nonfarm Payrolls  (May),229K
2024-06-07,USD,U6 Unemployment Rate  (May),7.4%
2024-06-07,USD,Unemployment Rate  (May),4.0%
2024-06-08,USD,Atlanta Fed GDPNow  (Q2),3.1%
2024-06-10,JPY,GDP (QoQ)  (Q1),-0.5%
2024-06-10,JPY,GDP (YoY)  (Q1),-1.8%
2024-06-10,JPY,GDP Price Index (YoY)  (Q1),3.4%
2024-06-11,GBP,Employment Change 3M/3M (MoM)  (Apr),-140K
2024-06-11,GBP,Unemployment Rate  (Apr),4.4%
2024-06-12,CNY,CPI (YoY)  (May),0.3%
2024-06-12,CNY,CPI (MoM)  (May),-0.1%
